audio_id,filename,actual_class,python_pred,python_conf,python_all_conf,second_model_pred,second_model_conf,gtm_pred,gtm_conf,gtm_all_conf,class_match,top_class_conf_diff,python_top_two_margin,gtm_top_two_margin,audio_quality,severity,alert_status,manual_review,final_decision,python_correct,gtm_correct,disagreement_reason
SS00318,SS00318_79e2335c.wav,vehicle_horn,alarm_siren,86.66,"{""aggression"": 1.67, ""alarm_siren"": 86.66, ""animal_sound"": 2.47, ""background_noise"": 0.13, ""glass_breaking"": 0.19, ""gunshot"": 0.06, ""machinery_fault"": 0.47, ""panic_scream"": 0.51, ""person_asking_for_help"": 5.93, ""vehicle_horn"": 1.92}",animal_sound,31.5,NOT AVAILABLE,,NOT AVAILABLE,no,55.16,80.73,,Good,High,Active,yes,alarm_siren,no,N/A,Python=alarm_siren vs model2=animal_sound; conf diff 55.16
SS00343,SS00343_5e8fc0d2.wav,animal_sound,animal_sound,95.45,"{""aggression"": 2.06, ""alarm_siren"": 0.04, ""animal_sound"": 95.45, ""background_noise"": 1.16, ""glass_breaking"": 0.49, ""gunshot"": 0.01, ""machinery_fault"": 0.01, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.73, ""vehicle_horn"": 0.04}",animal_sound,55.25,NOT AVAILABLE,,NOT AVAILABLE,yes,40.2,93.39,,Good,Low,None,no,animal_sound,yes,N/A,
SS00345,SS00345_8ab130e0.wav,animal_sound,animal_sound,99.74,"{""aggression"": 0.13, ""alarm_siren"": 0.01, ""animal_sound"": 99.74, ""background_noise"": 0.0, ""glass_breaking"": 0.0, ""gunshot"": 0.0, ""machinery_fault"": 0.02, ""panic_scream"": 0.0, ""person_asking_for_help"": 0.1, ""vehicle_horn"": 0.0}",animal_sound,61.25,NOT AVAILABLE,,NOT AVAILABLE,yes,38.49,99.61,,Good,Low,None,no,animal_sound,yes,N/A,
SS00356,SS00356_e9cf8ae5.wav,animal_sound,animal_sound,98.79,"{""aggression"": 0.0, ""alarm_siren"": 0.91, ""animal_sound"": 98.79, ""background_noise"": 0.03, ""glass_breaking"": 0.02, ""gunshot"": 0.0, ""machinery_fault"": 0.05, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.07, ""vehicle_horn"": 0.12}",animal_sound,74.75,NOT AVAILABLE,,NOT AVAILABLE,yes,24.04,97.88,,Acceptable,Low,None,no,animal_sound,yes,N/A,
SS00361,SS00361_ddd9c357.wav,background_noise,background_noise,71.37,"{""aggression"": 0.04, ""alarm_siren"": 1.87, ""animal_sound"": 25.13, ""background_noise"": 71.37, ""glass_breaking"": 0.08, ""gunshot"": 0.02, ""machinery_fault"": 0.47, ""panic_scream"": 0.04, ""person_asking_for_help"": 0.7, ""vehicle_horn"": 0.27}",background_noise,38.75,NOT AVAILABLE,,NOT AVAILABLE,yes,32.62,46.24,,Poor,Informational,None,yes,background_noise,yes,N/A,
SS00366,SS00366_b0a16101.wav,background_noise,background_noise,83.67,"{""aggression"": 1.28, ""alarm_siren"": 0.09, ""animal_sound"": 2.85, ""background_noise"": 83.67, ""glass_breaking"": 1.0, ""gunshot"": 0.08, ""machinery_fault"": 5.29, ""panic_scream"": 0.08, ""person_asking_for_help"": 5.53, ""vehicle_horn"": 0.14}",background_noise,66.0,NOT AVAILABLE,,NOT AVAILABLE,yes,17.67,78.14,,Poor,Informational,None,yes,background_noise,yes,N/A,
SS00380,SS00380_ba6777f4.wav,alarm_siren,alarm_siren,72.62,"{""aggression"": 0.35, ""alarm_siren"": 72.62, ""animal_sound"": 6.29, ""background_noise"": 0.18, ""glass_breaking"": 0.16, ""gunshot"": 0.09, ""machinery_fault"": 12.46, ""panic_scream"": 0.36, ""person_asking_for_help"": 0.89, ""vehicle_horn"": 6.6}",animal_sound,27.5,NOT AVAILABLE,,NOT AVAILABLE,no,45.12,60.16,,Poor,High,None,yes,alarm_siren,yes,N/A,Python=alarm_siren vs model2=animal_sound; conf diff 45.12
SS00384,SS00384_b3b5b151.wav,machinery_fault,background_noise,55.7,"{""aggression"": 1.57, ""alarm_siren"": 0.21, ""animal_sound"": 4.3, ""background_noise"": 55.7, ""glass_breaking"": 0.28, ""gunshot"": 0.14, ""machinery_fault"": 32.3, ""panic_scream"": 0.15, ""person_asking_for_help"": 3.0, ""vehicle_horn"": 2.35}",machinery_fault,46.25,NOT AVAILABLE,,NOT AVAILABLE,no,9.45,23.4,,Acceptable,Informational,None,yes,background_noise,no,N/A,Python=background_noise vs model2=machinery_fault; conf diff 9.45
SS00385,SS00385_11a783b1.wav,machinery_fault,machinery_fault,90.58,"{""aggression"": 0.08, ""alarm_siren"": 0.3, ""animal_sound"": 7.49, ""background_noise"": 0.06, ""glass_breaking"": 0.41, ""gunshot"": 0.01, ""machinery_fault"": 90.58, ""panic_scream"": 0.1, ""person_asking_for_help"": 0.5, ""vehicle_horn"": 0.45}",machinery_fault,55.75,NOT AVAILABLE,,NOT AVAILABLE,yes,34.83,83.09,,Acceptable,High,Active,no,machinery_fault,yes,N/A,
SS00386,SS00386_7eccffff.wav,machinery_fault,background_noise,68.25,"{""aggression"": 0.1, ""alarm_siren"": 0.44, ""animal_sound"": 1.04, ""background_noise"": 68.25, ""glass_breaking"": 0.06, ""gunshot"": 0.03, ""machinery_fault"": 22.62, ""panic_scream"": 0.05, ""person_asking_for_help"": 6.79, ""vehicle_horn"": 0.61}",machinery_fault,39.5,NOT AVAILABLE,,NOT AVAILABLE,no,28.75,45.63,,Poor,Informational,None,yes,background_noise,no,N/A,Python=background_noise vs model2=machinery_fault; conf diff 28.75
SS00396,SS00396_50d9867a.wav,machinery_fault,machinery_fault,95.4,"{""aggression"": 0.27, ""alarm_siren"": 0.0, ""animal_sound"": 0.06, ""background_noise"": 0.37, ""glass_breaking"": 0.08, ""gunshot"": 0.01, ""machinery_fault"": 95.4, ""panic_scream"": 0.0, ""person_asking_for_help"": 3.78, ""vehicle_horn"": 0.03}",machinery_fault,54.0,NOT AVAILABLE,,NOT AVAILABLE,yes,41.4,91.62,,Good,High,Active,no,machinery_fault,yes,N/A,
SS00398,SS00398_81ff3870.wav,alarm_siren,alarm_siren,91.04,"{""aggression"": 0.49, ""alarm_siren"": 91.04, ""animal_sound"": 4.74, ""background_noise"": 0.08, ""glass_breaking"": 0.23, ""gunshot"": 0.03, ""machinery_fault"": 1.07, ""panic_scream"": 0.5, ""person_asking_for_help"": 1.6, ""vehicle_horn"": 0.21}",animal_sound,33.5,NOT AVAILABLE,,NOT AVAILABLE,no,57.54,86.3,,Acceptable,High,Active,yes,alarm_siren,yes,N/A,Python=alarm_siren vs model2=animal_sound; conf diff 57.54
SS00402,SS00402_495ea115.wav,alarm_siren,alarm_siren,96.14,"{""aggression"": 0.16, ""alarm_siren"": 96.14, ""animal_sound"": 0.63, ""background_noise"": 0.1, ""glass_breaking"": 0.03, ""gunshot"": 0.02, ""machinery_fault"": 1.72, ""panic_scream"": 0.02, ""person_asking_for_help"": 1.09, ""vehicle_horn"": 0.09}",alarm_siren,45.25,NOT AVAILABLE,,NOT AVAILABLE,yes,50.89,94.42,,Poor,High,None,yes,alarm_siren,yes,N/A,
SS00427,SS00427_206b445e.wav,background_noise,background_noise,97.97,"{""aggression"": 0.47, ""alarm_siren"": 0.01, ""animal_sound"": 0.82, ""background_noise"": 97.97, ""glass_breaking"": 0.02, ""gunshot"": 0.0, ""machinery_fault"": 0.44, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.13, ""vehicle_horn"": 0.12}",background_noise,77.0,NOT AVAILABLE,,NOT AVAILABLE,yes,20.97,97.15,,Poor,Informational,None,yes,background_noise,yes,N/A,
SS00438,SS00438_c782c333.wav,animal_sound,animal_sound,71.63,"{""aggression"": 0.8, ""alarm_siren"": 6.79, ""animal_sound"": 71.63, ""background_noise"": 1.51, ""glass_breaking"": 5.2, ""gunshot"": 0.47, ""machinery_fault"": 0.57, ""panic_scream"": 1.45, ""person_asking_for_help"": 11.01, ""vehicle_horn"": 0.57}",animal_sound,50.5,NOT AVAILABLE,,NOT AVAILABLE,yes,21.13,60.62,,Good,Low,None,no,animal_sound,yes,N/A,
SS00441,SS00441_424e1ada.wav,animal_sound,animal_sound,73.75,"{""aggression"": 1.37, ""alarm_siren"": 10.07, ""animal_sound"": 73.75, ""background_noise"": 0.3, ""glass_breaking"": 0.51, ""gunshot"": 0.18, ""machinery_fault"": 4.43, ""panic_scream"": 0.99, ""person_asking_for_help"": 7.93, ""vehicle_horn"": 0.46}",animal_sound,50.25,NOT AVAILABLE,,NOT AVAILABLE,yes,23.5,63.68,,Acceptable,Low,None,no,animal_sound,yes,N/A,
SS00443,SS00443_ea94a99a.wav,animal_sound,alarm_siren,46.6,"{""aggression"": 1.01, ""alarm_siren"": 46.6, ""animal_sound"": 34.88, ""background_noise"": 0.24, ""glass_breaking"": 0.75, ""gunshot"": 0.11, ""machinery_fault"": 6.25, ""panic_scream"": 0.77, ""person_asking_for_help"": 9.13, ""vehicle_horn"": 0.26}",machinery_fault,33.5,NOT AVAILABLE,,NOT AVAILABLE,no,13.1,11.72,,Good,High,None,yes,alarm_siren,no,N/A,Python=alarm_siren vs model2=machinery_fault; conf diff 13.1
SS00452,SS00452_cdf2a525.wav,animal_sound,animal_sound,68.43,"{""aggression"": 3.13, ""alarm_siren"": 0.49, ""animal_sound"": 68.43, ""background_noise"": 11.96, ""glass_breaking"": 1.05, ""gunshot"": 0.32, ""machinery_fault"": 12.74, ""panic_scream"": 0.17, ""person_asking_for_help"": 1.32, ""vehicle_horn"": 0.39}",background_noise,40.75,NOT AVAILABLE,,NOT AVAILABLE,no,27.68,55.69,,Acceptable,Low,None,yes,animal_sound,yes,N/A,Python=animal_sound vs model2=background_noise; conf diff 27.68
SS00456,SS00456_d28ca7b6.wav,animal_sound,animal_sound,97.71,"{""aggression"": 0.2, ""alarm_siren"": 0.29, ""animal_sound"": 97.71, ""background_noise"": 0.73, ""glass_breaking"": 0.21, ""gunshot"": 0.01, ""machinery_fault"": 0.06, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.65, ""vehicle_horn"": 0.12}",animal_sound,60.0,NOT AVAILABLE,,NOT AVAILABLE,yes,37.71,96.98,,Good,Low,None,no,animal_sound,yes,N/A,
SS00464,SS00464_7b98b19a.wav,machinery_fault,machinery_fault,81.58,"{""aggression"": 10.97, ""alarm_siren"": 0.08, ""animal_sound"": 2.72, ""background_noise"": 1.04, ""glass_breaking"": 0.72, ""gunshot"": 0.07, ""machinery_fault"": 81.58, ""panic_scream"": 0.07, ""person_asking_for_help"": 2.6, ""vehicle_horn"": 0.15}",animal_sound,47.0,NOT AVAILABLE,,NOT AVAILABLE,no,34.58,70.61,,Good,High,Active,yes,machinery_fault,yes,N/A,Python=machinery_fault vs model2=animal_sound; conf diff 34.58
SS00473,SS00473_a035a812.wav,animal_sound,animal_sound,86.17,"{""aggression"": 1.18, ""alarm_siren"": 0.03, ""animal_sound"": 86.17, ""background_noise"": 11.94, ""glass_breaking"": 0.07, ""gunshot"": 0.04, ""machinery_fault"": 0.16, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.38, ""vehicle_horn"": 0.02}",background_noise,33.25,NOT AVAILABLE,,NOT AVAILABLE,no,52.92,74.23,,Acceptable,Low,None,yes,animal_sound,yes,N/A,Python=animal_sound vs model2=background_noise; conf diff 52.92
SS00474,SS00474_b1305165.wav,animal_sound,animal_sound,90.31,"{""aggression"": 0.24, ""alarm_siren"": 0.35, ""animal_sound"": 90.31, ""background_noise"": 0.87, ""glass_breaking"": 0.03, ""gunshot"": 0.01, ""machinery_fault"": 5.95, ""panic_scream"": 0.03, ""person_asking_for_help"": 1.53, ""vehicle_horn"": 0.69}",animal_sound,33.25,NOT AVAILABLE,,NOT AVAILABLE,yes,57.06,84.36,,Poor,Low,None,yes,animal_sound,yes,N/A,
SS00495,SS00495_c8b03e97.wav,machinery_fault,machinery_fault,80.03,"{""aggression"": 0.49, ""alarm_siren"": 0.12, ""animal_sound"": 10.28, ""background_noise"": 0.2, ""glass_breaking"": 0.34, ""gunshot"": 0.04, ""machinery_fault"": 80.03, ""panic_scream"": 0.04, ""person_asking_for_help"": 0.33, ""vehicle_horn"": 8.13}",machinery_fault,38.25,NOT AVAILABLE,,NOT AVAILABLE,yes,41.78,69.75,,Acceptable,High,Active,no,machinery_fault,yes,N/A,
SS00499,SS00499_f2642897.wav,machinery_fault,machinery_fault,68.57,"{""aggression"": 0.4, ""alarm_siren"": 5.17, ""animal_sound"": 25.02, ""background_noise"": 0.08, ""glass_breaking"": 0.25, ""gunshot"": 0.02, ""machinery_fault"": 68.57, ""panic_scream"": 0.14, ""person_asking_for_help"": 0.18, ""vehicle_horn"": 0.18}",machinery_fault,48.75,NOT AVAILABLE,,NOT AVAILABLE,yes,19.82,43.55,,Acceptable,High,Active,no,machinery_fault,yes,N/A,
SS00500,SS00500_c98d58cf.wav,machinery_fault,machinery_fault,99.05,"{""aggression"": 0.11, ""alarm_siren"": 0.01, ""animal_sound"": 0.13, ""background_noise"": 0.61, ""glass_breaking"": 0.05, ""gunshot"": 0.01, ""machinery_fault"": 99.05, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.03, ""vehicle_horn"": 0.0}",machinery_fault,63.75,NOT AVAILABLE,,NOT AVAILABLE,yes,35.3,98.44,,Good,High,Active,no,machinery_fault,yes,N/A,
SS00507,SS00507_c6a19ee5.wav,alarm_siren,alarm_siren,58.41,"{""aggression"": 0.24, ""alarm_siren"": 58.41, ""animal_sound"": 35.34, ""background_noise"": 0.24, ""glass_breaking"": 0.12, ""gunshot"": 0.04, ""machinery_fault"": 0.39, ""panic_scream"": 0.03, ""person_asking_for_help"": 4.21, ""vehicle_horn"": 0.98}",alarm_siren,39.75,NOT AVAILABLE,,NOT AVAILABLE,yes,18.66,23.07,,Poor,High,None,yes,alarm_siren,yes,N/A,
SS00520,SS00520_df942fd4.wav,animal_sound,machinery_fault,93.67,"{""aggression"": 0.68, ""alarm_siren"": 0.06, ""animal_sound"": 2.59, ""background_noise"": 2.13, ""glass_breaking"": 0.03, ""gunshot"": 0.02, ""machinery_fault"": 93.67, ""panic_scream"": 0.04, ""person_asking_for_help"": 0.73, ""vehicle_horn"": 0.06}",machinery_fault,33.75,NOT AVAILABLE,,NOT AVAILABLE,yes,59.92,91.08,,Acceptable,High,Active,no,machinery_fault,no,N/A,
SS00522,SS00522_f6ae5649.wav,animal_sound,machinery_fault,55.3,"{""aggression"": 1.48, ""alarm_siren"": 33.22, ""animal_sound"": 7.3, ""background_noise"": 0.61, ""glass_breaking"": 0.35, ""gunshot"": 0.14, ""machinery_fault"": 55.3, ""panic_scream"": 0.31, ""person_asking_for_help"": 0.87, ""vehicle_horn"": 0.42}",animal_sound,30.5,NOT AVAILABLE,,NOT AVAILABLE,no,24.8,22.08,,Poor,High,None,yes,machinery_fault,no,N/A,Python=machinery_fault vs model2=animal_sound; conf diff 24.8
SS00529,SS00529_3c313aab.wav,background_noise,background_noise,85.76,"{""aggression"": 0.1, ""alarm_siren"": 0.02, ""animal_sound"": 13.48, ""background_noise"": 85.76, ""glass_breaking"": 0.01, ""gunshot"": 0.01, ""machinery_fault"": 0.06, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.24, ""vehicle_horn"": 0.31}",animal_sound,51.5,NOT AVAILABLE,,NOT AVAILABLE,no,34.26,72.28,,Acceptable,Informational,None,yes,background_noise,yes,N/A,Python=background_noise vs model2=animal_sound; conf diff 34.26
SS00545,SS00545_bd24c750.wav,background_noise,background_noise,95.76,"{""aggression"": 0.08, ""alarm_siren"": 0.04, ""animal_sound"": 0.08, ""background_noise"": 95.76, ""glass_breaking"": 0.0, ""gunshot"": 0.01, ""machinery_fault"": 3.9, ""panic_scream"": 0.03, ""person_asking_for_help"": 0.02, ""vehicle_horn"": 0.08}",background_noise,69.5,NOT AVAILABLE,,NOT AVAILABLE,yes,26.26,91.86,,Poor,Informational,None,yes,background_noise,yes,N/A,
SS00561,SS00561_055f2243.wav,animal_sound,animal_sound,65.74,"{""aggression"": 2.85, ""alarm_siren"": 1.4, ""animal_sound"": 65.74, ""background_noise"": 0.17, ""glass_breaking"": 0.11, ""gunshot"": 0.02, ""machinery_fault"": 0.1, ""panic_scream"": 0.14, ""person_asking_for_help"": 29.11, ""vehicle_horn"": 0.37}",person_asking_for_help,39.0,NOT AVAILABLE,,NOT AVAILABLE,no,26.74,36.63,,Acceptable,Low,None,yes,animal_sound,yes,N/A,Python=animal_sound vs model2=person_asking_for_help; conf diff 26.74
SS00563,SS00563_e5de3d14.wav,background_noise,background_noise,49.63,"{""aggression"": 8.36, ""alarm_siren"": 0.25, ""animal_sound"": 21.27, ""background_noise"": 49.63, ""glass_breaking"": 0.37, ""gunshot"": 0.21, ""machinery_fault"": 18.57, ""panic_scream"": 0.16, ""person_asking_for_help"": 0.64, ""vehicle_horn"": 0.53}",background_noise,35.25,NOT AVAILABLE,,NOT AVAILABLE,yes,14.38,28.36,,Acceptable,Informational,None,yes,background_noise,yes,N/A,
SS00568,SS00568_1f093cd6.wav,machinery_fault,machinery_fault,99.87,"{""aggression"": 0.0, ""alarm_siren"": 0.01, ""animal_sound"": 0.05, ""background_noise"": 0.02, ""glass_breaking"": 0.0, ""gunshot"": 0.01, ""machinery_fault"": 99.87, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.01, ""vehicle_horn"": 0.02}",machinery_fault,66.25,NOT AVAILABLE,,NOT AVAILABLE,yes,33.62,99.82,,Poor,High,None,yes,machinery_fault,yes,N/A,
SS00574,SS00574_d9ef7185.wav,vehicle_horn,vehicle_horn,94.81,"{""aggression"": 0.96, ""alarm_siren"": 0.5, ""animal_sound"": 1.0, ""background_noise"": 0.35, ""glass_breaking"": 0.63, ""gunshot"": 0.37, ""machinery_fault"": 0.26, ""panic_scream"": 0.37, ""person_asking_for_help"": 0.75, ""vehicle_horn"": 94.81}",person_asking_for_help,25.5,NOT AVAILABLE,,NOT AVAILABLE,no,69.31,93.81,,Acceptable,Medium,Active,yes,vehicle_horn,yes,N/A,Python=vehicle_horn vs model2=person_asking_for_help; conf diff 69.31
SS00576,SS00576_ac4c00e6.wav,machinery_fault,background_noise,51.8,"{""aggression"": 0.09, ""alarm_siren"": 0.04, ""animal_sound"": 0.2, ""background_noise"": 51.8, ""glass_breaking"": 0.0, ""gunshot"": 0.01, ""machinery_fault"": 47.35, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.3, ""vehicle_horn"": 0.19}",machinery_fault,63.5,NOT AVAILABLE,,NOT AVAILABLE,no,11.7,4.45,,Poor,Informational,None,yes,background_noise,no,N/A,Python=background_noise vs model2=machinery_fault; conf diff 11.7
SS00580,SS00580_cd91728d.wav,animal_sound,animal_sound,88.78,"{""aggression"": 0.06, ""alarm_siren"": 0.04, ""animal_sound"": 88.78, ""background_noise"": 0.01, ""glass_breaking"": 0.0, ""gunshot"": 0.0, ""machinery_fault"": 0.04, ""panic_scream"": 0.0, ""person_asking_for_help"": 11.06, ""vehicle_horn"": 0.01}",animal_sound,59.25,NOT AVAILABLE,,NOT AVAILABLE,yes,29.53,77.72,,Good,Low,None,no,animal_sound,yes,N/A,
SS00622,SS00622_20079e9c.wav,background_noise,background_noise,96.72,"{""aggression"": 0.24, ""alarm_siren"": 0.02, ""animal_sound"": 0.22, ""background_noise"": 96.72, ""glass_breaking"": 1.73, ""gunshot"": 0.1, ""machinery_fault"": 0.01, ""panic_scream"": 0.02, ""person_asking_for_help"": 0.85, ""vehicle_horn"": 0.09}",glass_breaking,32.25,NOT AVAILABLE,,NOT AVAILABLE,no,64.47,94.99,,Good,Informational,None,yes,background_noise,yes,N/A,Python=background_noise vs model2=glass_breaking; conf diff 64.47
SS00632,SS00632_39ed8c8b.wav,animal_sound,animal_sound,95.99,"{""aggression"": 0.14, ""alarm_siren"": 0.02, ""animal_sound"": 95.99, ""background_noise"": 0.07, ""glass_breaking"": 0.01, ""gunshot"": 0.0, ""machinery_fault"": 0.02, ""panic_scream"": 0.0, ""person_asking_for_help"": 3.75, ""vehicle_horn"": 0.0}",animal_sound,76.0,NOT AVAILABLE,,NOT AVAILABLE,yes,19.99,92.24,,Good,Low,None,no,animal_sound,yes,N/A,
SS00635,SS00635_732e1123.wav,machinery_fault,machinery_fault,99.27,"{""aggression"": 0.21, ""alarm_siren"": 0.0, ""animal_sound"": 0.29, ""background_noise"": 0.1, ""glass_breaking"": 0.0, ""gunshot"": 0.03, ""machinery_fault"": 99.27, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.08, ""vehicle_horn"": 0.0}",background_noise,29.75,NOT AVAILABLE,,NOT AVAILABLE,no,69.52,98.98,,Acceptable,High,Active,yes,machinery_fault,yes,N/A,Python=machinery_fault vs model2=background_noise; conf diff 69.52
SS00647,SS00647_d2d0b97a.wav,glass_breaking,glass_breaking,99.78,"{""aggression"": 0.01, ""alarm_siren"": 0.06, ""animal_sound"": 0.01, ""background_noise"": 0.0, ""glass_breaking"": 99.78, ""gunshot"": 0.01, ""machinery_fault"": 0.01, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.04, ""vehicle_horn"": 0.07}",glass_breaking,98.0,NOT AVAILABLE,,NOT AVAILABLE,yes,1.78,99.71,,Good,High,Active,no,glass_breaking,yes,N/A,
SS00653,SS00653_6f0ae114.wav,glass_breaking,glass_breaking,96.58,"{""aggression"": 0.53, ""alarm_siren"": 0.19, ""animal_sound"": 0.27, ""background_noise"": 0.13, ""glass_breaking"": 96.58, ""gunshot"": 0.54, ""machinery_fault"": 0.13, ""panic_scream"": 0.04, ""person_asking_for_help"": 1.42, ""vehicle_horn"": 0.17}",glass_breaking,73.75,NOT AVAILABLE,,NOT AVAILABLE,yes,22.83,95.16,,Good,High,Active,no,glass_breaking,yes,N/A,
SS00658,SS00658_e0adc183.wav,background_noise,background_noise,78.41,"{""aggression"": 0.1, ""alarm_siren"": 1.56, ""animal_sound"": 17.52, ""background_noise"": 78.41, ""glass_breaking"": 0.3, ""gunshot"": 0.05, ""machinery_fault"": 0.09, ""panic_scream"": 0.08, ""person_asking_for_help"": 1.79, ""vehicle_horn"": 0.11}",background_noise,37.25,NOT AVAILABLE,,NOT AVAILABLE,yes,41.16,60.89,,Acceptable,Informational,None,no,background_noise,yes,N/A,
SS00664,SS00664_5d2bc9d1.wav,animal_sound,animal_sound,79.85,"{""aggression"": 10.97, ""alarm_siren"": 0.37, ""animal_sound"": 79.85, ""background_noise"": 1.0, ""glass_breaking"": 3.67, ""gunshot"": 0.04, ""machinery_fault"": 0.48, ""panic_scream"": 0.06, ""person_asking_for_help"": 3.5, ""vehicle_horn"": 0.07}",animal_sound,53.75,NOT AVAILABLE,,NOT AVAILABLE,yes,26.1,68.88,,Good,Low,None,no,animal_sound,yes,N/A,
SS00675,SS00675_e829acb3.wav,background_noise,person_asking_for_help,41.72,"{""aggression"": 10.72, ""alarm_siren"": 0.12, ""animal_sound"": 1.15, ""background_noise"": 30.75, ""glass_breaking"": 0.13, ""gunshot"": 0.12, ""machinery_fault"": 14.75, ""panic_scream"": 0.09, ""person_asking_for_help"": 41.72, ""vehicle_horn"": 0.46}",background_noise,51.0,NOT AVAILABLE,,NOT AVAILABLE,no,9.28,10.97,,Poor,Critical,None,yes,person_asking_for_help,no,N/A,Python=person_asking_for_help vs model2=background_noise; conf diff 9.28
SS00679,SS00679_7b33225d.wav,animal_sound,animal_sound,96.05,"{""aggression"": 0.33, ""alarm_siren"": 0.24, ""animal_sound"": 96.05, ""background_noise"": 1.0, ""glass_breaking"": 0.07, ""gunshot"": 0.0, ""machinery_fault"": 0.22, ""panic_scream"": 0.01, ""person_asking_for_help"": 2.04, ""vehicle_horn"": 0.03}",animal_sound,63.0,NOT AVAILABLE,,NOT AVAILABLE,yes,33.05,94.01,,Good,Low,None,no,animal_sound,yes,N/A,
SS00682,SS00682_132e40f7.wav,animal_sound,animal_sound,82.87,"{""aggression"": 0.59, ""alarm_siren"": 2.31, ""animal_sound"": 82.87, ""background_noise"": 0.83, ""glass_breaking"": 0.4, ""gunshot"": 0.04, ""machinery_fault"": 2.72, ""panic_scream"": 0.11, ""person_asking_for_help"": 10.06, ""vehicle_horn"": 0.07}",animal_sound,63.5,NOT AVAILABLE,,NOT AVAILABLE,yes,19.37,72.81,,Good,Low,None,no,animal_sound,yes,N/A,
SS00684,SS00684_e40a1b2b.wav,alarm_siren,alarm_siren,48.76,"{""aggression"": 1.68, ""alarm_siren"": 48.76, ""animal_sound"": 23.48, ""background_noise"": 10.16, ""glass_breaking"": 1.25, ""gunshot"": 0.66, ""machinery_fault"": 5.21, ""panic_scream"": 0.73, ""person_asking_for_help"": 6.69, ""vehicle_horn"": 1.38}",alarm_siren,40.5,NOT AVAILABLE,,NOT AVAILABLE,yes,8.26,25.28,,Poor,High,None,yes,alarm_siren,yes,N/A,
SS00689,SS00689_21cfbd53.wav,animal_sound,animal_sound,98.53,"{""aggression"": 0.05, ""alarm_siren"": 0.0, ""animal_sound"": 98.53, ""background_noise"": 0.2, ""glass_breaking"": 0.04, ""gunshot"": 0.02, ""machinery_fault"": 0.02, ""panic_scream"": 0.01, ""person_asking_for_help"": 0.97, ""vehicle_horn"": 0.17}",animal_sound,63.5,NOT AVAILABLE,,NOT AVAILABLE,yes,35.03,97.56,,Good,Low,None,no,animal_sound,yes,N/A,
SS00703,SS00703_9f7d3289.wav,alarm_siren,alarm_siren,99.06,"{""aggression"": 0.05, ""alarm_siren"": 99.06, ""animal_sound"": 0.2, ""background_noise"": 0.01, ""glass_breaking"": 0.02, ""gunshot"": 0.02, ""machinery_fault"": 0.02, ""panic_scream"": 0.21, ""person_asking_for_help"": 0.36, ""vehicle_horn"": 0.05}",alarm_siren,51.5,NOT AVAILABLE,,NOT AVAILABLE,yes,47.56,98.7,,Good,High,Active,no,alarm_siren,yes,N/A,
SS00716,SS00716_5ee277a3.wav,animal_sound,animal_sound,94.98,"{""aggression"": 0.44, ""alarm_siren"": 1.16, ""animal_sound"": 94.98, ""background_noise"": 0.01, ""glass_breaking"": 0.02, ""gunshot"": 0.0, ""machinery_fault"": 0.05, ""panic_scream"": 0.04, ""person_asking_for_help"": 3.28, ""vehicle_horn"": 0.02}",animal_sound,50.5,NOT AVAILABLE,,NOT AVAILABLE,yes,44.48,91.7,,Good,Low,None,no,animal_sound,yes,N/A,
SS00723,SS00723_a0b0bbb0.wav,background_noise,background_noise,92.33,"{""aggression"": 0.02, ""alarm_siren"": 0.14, ""animal_sound"": 0.72, ""background_noise"": 92.33, ""glass_breaking"": 0.01, ""gunshot"": 0.01, ""machinery_fault"": 3.65, ""panic_scream"": 0.01, ""person_asking_for_help"": 2.39, ""vehicle_horn"": 0.72}",background_noise,78.75,NOT AVAILABLE,,NOT AVAILABLE,yes,13.58,88.68,,Poor,Informational,None,yes,background_noise,yes,N/A,
SS00727,SS00727_f293cc39.wav,animal_sound,animal_sound,99.01,"{""aggression"": 0.04, ""alarm_siren"": 0.45, ""animal_sound"": 99.01, ""background_noise"": 0.14, ""glass_breaking"": 0.01, ""gunshot"": 0.0, ""machinery_fault"": 0.03, ""panic_scream"": 0.0, ""person_asking_for_help"": 0.09, ""vehicle_horn"": 0.22}",animal_sound,80.25,NOT AVAILABLE,,NOT AVAILABLE,yes,18.76,98.56,,Acceptable,Low,None,no,animal_sound,yes,N/A,
